source_path,base_experiment_id,sim_economy_mode,sim_market_spend_mode,sim_price_band_mode,sim_market_choice_mode,fresh_gate_pass,ml_gate_pass,actual_balanced_none,actual_balanced_v9,actual_balanced_delta,actual_power_none,actual_power_v9,actual_power_delta,predicted_balanced_none,predicted_balanced_v9,predicted_balanced_delta,predicted_power_none,predicted_power_v9,predicted_power_delta,recommendation_score
logs/sim/run_modifier_high_stakes_market_pressure_effective_t104_r400_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,trace_only,none,none,none,1,0,0.4825,0.54,0.0575,0.5575,0.59,0.0325,0.5957,0.415,-0.1807,0.4839,0.5112,0.0273,1.8632
logs/sim/run_modifier_high_stakes_market_pressure_effective_t104_r800_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,trace_only,none,none,none,1,0,0.4875,0.5413,0.0538,0.5775,0.6125,0.035,0.5957,0.415,-0.1807,0.4839,0.5112,0.0273,1.8601
logs/sim/economy_runtime_v91_long_r800_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,1,0,0.5587,0.57,0.0112,0.6362,0.6438,0.0075,0.6055,0.6416,0.0361,0.681,0.5867,-0.0944,1.8134
logs/sim/runtime_station_pool_leveling_r80_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_runtime_station_pool_v1,trace_only,none,none,none,1,0,0.5,0.5125,0.0125,0.6125,0.6375,0.025,0.5417,0.4792,-0.0625,0.6032,0.5488,-0.0544,1.685
logs/sim/run_modifier_candidate_t108_r120_probe_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,1,0,0.4,0.4583,0.0583,0.5333,0.5417,0.0083,0.4159,0.4462,0.0303,0.5687,0.5631,-0.0056,1.5037
logs/sim/run_modifier_high_stakes_market_pressure_direct_r400_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,1,0,0.4175,0.4625,0.045,0.54,0.555,0.015,0.4606,0.4298,-0.0308,0.5439,0.5477,0.0038,1.3798
logs/sim/runtime_station_pool_market_v14_pressure_s4_probe_r80_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_runtime_station_pool_v1,trace_only,none,none,none,1,0,0.4625,0.475,0.0125,0.625,0.6375,0.0125,0.5417,0.4792,-0.0625,0.6032,0.5488,-0.0544,1.0788
logs/sim/economy_price294_v1_r20_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,none,none,0,1,0.65,0.6,-0.05,0.5,0.7,0.2,0.5461,0.633,0.0869,0.552,0.6758,0.1238,0.4215
logs/sim/economy_reward034_v1_r20_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,none,none,0,0,0.25,0.65,0.4,0.65,0.55,-0.1,0.4606,0.6442,0.1836,0.6582,0.6267,-0.0315,0.3292
logs/sim/economy_choice_reward038_price260_v1_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,none,affordable_alternative_v1,0,1,0.5083,0.6583,0.15,0.6917,0.6833,-0.0083,0.5458,0.6475,0.1017,0.6627,0.674,0.0113,0.2801
logs/sim/economy_choice_reward036_price240_v1_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,none,affordable_alternative_v1,0,1,0.5583,0.7083,0.15,0.6667,0.6167,-0.05,0.5348,0.6602,0.1254,0.6532,0.6541,0.001,0.0777
logs/sim/prototype_s1_probe_v91_r240_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,trace_only,none,none,none,0,1,0.9083,0.9292,0.0208,0.9292,0.925,-0.0042,0.9299,0.9417,0.0119,0.9349,0.9389,0.004,-0.0142
logs/sim/runtime_station_pool_growth_access_boss_combo_r80_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_runtime_station_pool_v1,gated_known_cost,reroll_slot_sell_v1,growth_access_v1,affordable_alternative_v1,0,1,0.375,0.525,0.15,0.6875,0.65,-0.0375,0.4908,0.5166,0.0258,0.619,0.6303,0.0112,-0.1884
logs/sim/economy_spend_combo040_240_v1_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,none,none,0,1,0.5,0.575,0.075,0.6417,0.6167,-0.025,0.5125,0.6044,0.0919,0.6227,0.6536,0.0309,-0.1919
logs/sim/run_modifier_pressure_market_probe_t104_r112_v9_v10_r400_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,trace_only,none,none,none,0,1,0.5175,0.5125,-0.005,0.56,0.62,0.06,0.4961,0.5821,0.086,0.5831,0.6272,0.0441,-0.2511
logs/sim/run_modifier_candidate_fair_t102_r112_r400_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,trace_only,none,none,none,0,1,0.575,0.5325,-0.0425,0.5725,0.6475,0.075,0.4961,0.5821,0.086,0.5831,0.6272,0.0441,-0.3111
logs/sim/post_lane_reroll_economy_expanded_boss_confirm_limit_r400_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_boss_expansion_confirm_limit_probe_v1,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,0,1,0.4975,0.56,0.0625,0.59,0.5875,-0.0025,0.5217,0.5346,0.0129,0.5919,0.6018,0.0099,-0.3745
logs/sim/single_s4_growth_access_seed91623_r240_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_rank_runtime_position_probe_v1_single_s4,gated_known_cost,reroll_slot_sell_v1,growth_access_v1,affordable_alternative_v1,0,1,0.5708,0.5667,-0.0042,0.5958,0.6042,0.0083,0.5547,0.5778,0.0231,0.5684,0.6162,0.0478,-0.4915
logs/sim/ml_actual_economy_r040_p240_v1_r80_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,0,1,0.5875,0.5375,-0.05,0.6625,0.75,0.0875,0.5494,0.5717,0.0223,0.6517,0.6534,0.0017,-0.4958
logs/sim/economy_spend_reward034_v1_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,none,none,0,0,0.525,0.6083,0.0833,0.625,0.6083,-0.0167,0.4606,0.6442,0.1836,0.6582,0.6267,-0.0315,-0.5166
logs/sim/ml_expanded_boss_economy_r040_p240_v1_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_boss_expansion_confirm_limit_probe_v1,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,0,1,0.5333,0.5167,-0.0167,0.575,0.6083,0.0333,0.5217,0.5346,0.0129,0.5919,0.6018,0.0099,-0.6128
logs/sim/runtime_s4_rank_weight_v1_v9_lift_spend_soft_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_runtime_station_pool_s4_rank_weight_v1,gated_known_cost,reroll_slot_sell_soft_v1,growth_access_v1,affordable_alternative_v1,0,1,0.55,0.5417,-0.0083,0.625,0.6,-0.025,0.5399,0.5976,0.0578,0.6089,0.6474,0.0385,-0.6283
logs/sim/ml_expanded_boss_economy_r038_p240_v1_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_boss_expansion_confirm_limit_probe_v1,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,0,1,0.5417,0.525,-0.0167,0.5833,0.6083,0.025,0.5217,0.5346,0.0129,0.5919,0.6018,0.0099,-0.6336
logs/sim/economy_choice_reward036_price260_v1_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,none,affordable_alternative_v1,0,0,0.575,0.6417,0.0667,0.6833,0.6667,-0.0167,0.5513,0.6588,0.1074,0.669,0.6557,-0.0133,-0.6493
logs/sim/ml_sweep_s1_boss_axis_v80_r400_summary.json,base_score_curve_v2_boss_constraint_pool_v4,trace_only,none,none,none,0,0,0.8925,0.9025,0.01,0.93,0.9125,-0.0175,0.9003,0.9012,0.0008,0.9155,0.9138,-0.0017,-0.678
logs/sim/ml_sweep_s1_red_runtime_probe_v81_r400_summary.json,base_score_curve_v2,trace_only,none,none,none,0,0,0.8925,0.9025,0.01,0.93,0.9125,-0.0175,0.9003,0.9012,0.0008,0.9155,0.9138,-0.0017,-0.678
logs/sim/runtime_s4_rank_weight_v1_v9_lift_reward045_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_runtime_station_pool_s4_rank_weight_v1,gated_known_cost,reroll_slot_sell_v1,growth_access_v1,affordable_alternative_v1,0,1,0.55,0.5333,-0.0167,0.625,0.6,-0.025,0.5136,0.528,0.0144,0.5597,0.5946,0.0349,-0.768
logs/sim/run_modifier_candidate_fair_t104_r112_r400_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,trace_only,none,none,none,0,1,0.555,0.495,-0.06,0.535,0.6375,0.1025,0.4961,0.5821,0.086,0.5831,0.6272,0.0441,-0.8274
logs/sim/runtime_s4_rank_weight_v1_v9_lift_price200_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_runtime_station_pool_s4_rank_weight_v1,gated_known_cost,reroll_slot_sell_v1,growth_access_v1,affordable_alternative_v1,0,1,0.55,0.525,-0.025,0.625,0.6083,-0.0167,0.5264,0.5272,0.0008,0.5892,0.6002,0.0111,-0.8555
logs/sim/runtime_s4_rank_weight_v1_v9_lift_price180_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_runtime_station_pool_s4_rank_weight_v1,gated_known_cost,reroll_slot_sell_v1,growth_access_v1,affordable_alternative_v1,0,1,0.55,0.525,-0.025,0.625,0.6083,-0.0167,0.5263,0.5272,0.0009,0.5891,0.5993,0.0103,-0.8569
logs/sim/post_lane_reroll_economy_current_boss_r400_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,0,0,0.5,0.57,0.07,0.6425,0.635,-0.0075,0.5516,0.5705,0.019,0.6492,0.6482,-0.0011,-0.8592
logs/sim/ml_sweep_s1_red_soft060_v82_r400_summary.json,base_score_curve_v2,trace_only,none,none,none,0,0,0.855,0.83,-0.025,0.865,0.83,-0.035,0.8395,0.8536,0.0141,0.8246,0.8126,-0.012,-0.9908
logs/sim/post_lane_reroll_probe_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,0,0,0.5667,0.625,0.0583,0.7167,0.6667,-0.05,0.5516,0.5705,0.019,0.6492,0.6482,-0.0011,-0.9933
logs/sim/runtime_station_pool_no_spend_caps_probe_r80_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_runtime_station_pool_v1,trace_only,none,none,none,0,0,0.525,0.625,0.1,0.6,0.5875,-0.0125,0.5417,0.4792,-0.0625,0.6032,0.5488,-0.0544,-1.0025
logs/sim/economy_catalog_normalized_reward040_price240_v1_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,0,0,0.5833,0.6667,0.0833,0.65,0.5917,-0.0583,0.5823,0.6437,0.0613,0.6603,0.6026,-0.0577,-1.0051
logs/sim/ml_actual_economy_r040_p220_v1_r80_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,0,0,0.55,0.525,-0.025,0.65,0.7125,0.0625,0.5516,0.5705,0.019,0.6492,0.6482,-0.0011,-1.0267
logs/sim/post_lane_reroll_probe_raw_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,0,0,0.6,0.6417,0.0417,0.7167,0.65,-0.0667,0.5516,0.5705,0.019,0.6492,0.6482,-0.0011,-1.1017
logs/sim/run_modifier_basic_direct_r400_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,0,0,0.545,0.5675,0.0225,0.6575,0.6325,-0.025,0.5516,0.5705,0.019,0.6492,0.6482,-0.0011,-1.1229
logs/sim/economy_jester_hook_price_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,0,0,0.5833,0.575,-0.0083,0.6083,0.6,-0.0083,0.5516,0.5705,0.019,0.6492,0.6482,-0.0011,-1.1683
logs/sim/runtime_s4_rank_growth_access_probe_r80_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_runtime_station_pool_v1,gated_known_cost,reroll_slot_sell_v1,growth_access_v1,affordable_alternative_v1,0,0,0.5375,0.5125,-0.025,0.575,0.575,0.0,0.5154,0.5201,0.0047,0.5998,0.5847,-0.015,-1.3519
logs/sim/runtime_station_pool_boss_severity_placement_probe_r80_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_runtime_station_pool_v1,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,0,0,0.4625,0.5,0.0375,0.7,0.6,-0.1,0.5063,0.5336,0.0273,0.6388,0.6035,-0.0353,-1.5159
logs/sim/economy_catalog_normalized_seed91460_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,0,0,0.5833,0.5333,-0.05,0.5833,0.5583,-0.025,0.5613,0.5555,-0.0058,0.6215,0.6181,-0.0035,-1.5185
logs/sim/economy_catalog_audit_v2_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,catalog_audit_v2,affordable_alternative_v1,0,0,0.5833,0.5333,-0.05,0.5833,0.5583,-0.025,0.5724,0.5444,-0.028,0.6021,0.5944,-0.0077,-1.5714
logs/sim/runtime_station_pool_market_v14_pressure_probe_r80_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_runtime_station_pool_v1,trace_only,none,none,none,0,0,0.5125,0.5,-0.0125,0.6375,0.6125,-0.025,0.5417,0.4792,-0.0625,0.6032,0.5488,-0.0544,-1.6337
logs/sim/run_modifier_basic_economy_probe_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,0,0,0.6167,0.5083,-0.1083,0.625,0.6417,0.0167,0.6055,0.6416,0.0361,0.681,0.5867,-0.0944,-1.7207
logs/sim/runtime_station_pool_market_v15_probe_r80_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_runtime_station_pool_v1,trace_only,none,none,none,0,0,0.5125,0.5125,0.0,0.575,0.5,-0.075,0.5417,0.4792,-0.0625,0.6032,0.5488,-0.0544,-1.7837
logs/sim/run_modifier_high_stakes_economy_probe_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,0,0,0.3583,0.4167,0.0583,0.6167,0.55,-0.0667,0.4296,0.5382,0.1085,0.6338,0.5859,-0.0479,-1.787
logs/sim/runtime_station_pool_market_condition_probe_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_runtime_station_pool_v1,trace_only,none,none,none,0,0,0.5583,0.5083,-0.05,0.625,0.5917,-0.0333,0.5417,0.4792,-0.0625,0.6032,0.5488,-0.0544,-1.8046
logs/sim/run_modifier_candidate_t108_r112_probe_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,0,0,0.4333,0.4417,0.0083,0.5667,0.55,-0.0167,0.4158,0.4494,0.0336,0.5777,0.5714,-0.0063,-1.8163
logs/sim/run_modifier_high_stakes_market_pressure_direct_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,0,0,0.4083,0.425,0.0167,0.5667,0.5583,-0.0083,0.4606,0.4298,-0.0308,0.5439,0.5477,0.0038,-1.8831
logs/sim/runtime_station_pool_growth_access_price_r80_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_runtime_station_pool_v1,gated_known_cost,reroll_slot_sell_v1,growth_access_v1,affordable_alternative_v1,0,0,0.525,0.5125,-0.0125,0.6,0.5,-0.1,0.5543,0.5117,-0.0426,0.5883,0.5297,-0.0587,-1.9026
logs/sim/runtime_station_pool_market_v14_boss_combo_probe_r80_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_runtime_station_pool_v1,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,0,0,0.4625,0.475,0.0125,0.725,0.65,-0.075,0.5047,0.5221,0.0175,0.6186,0.6169,-0.0017,-2.0059
logs/sim/runtime_station_pool_economy_r400_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_runtime_station_pool_v1,trace_only,none,none,none,0,0,0.485,0.4825,-0.0025,0.5675,0.5675,0.0,0.5417,0.4792,-0.0625,0.6032,0.5488,-0.0544,-2.02
logs/sim/run_modifier_high_stakes_market_pressure_effective_t102_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,trace_only,none,none,none,0,0,0.5583,0.4917,-0.0667,0.6167,0.6917,0.075,0.5957,0.415,-0.1807,0.4839,0.5112,0.0273,-2.0359
logs/sim/run_modifier_high_stakes_direct_r400_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,0,0,0.4175,0.42,0.0025,0.5625,0.525,-0.0375,0.4606,0.4298,-0.0308,0.5439,0.5477,0.0038,-2.0639
logs/sim/runtime_station_pool_market_v14_confirm_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_runtime_station_pool_v1,trace_only,none,none,none,0,0,0.5333,0.4917,-0.0417,0.5833,0.6,0.0167,0.5417,0.4792,-0.0625,0.6032,0.5488,-0.0544,-2.0962
logs/sim/run_modifier_high_stakes_market_pressure_effective_t104_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,trace_only,none,none,none,0,0,0.5417,0.45,-0.0917,0.6,0.675,0.075,0.5957,0.415,-0.1807,0.4839,0.5112,0.0273,-2.1984
logs/sim/runtime_station_pool_planner_v3_growth_access_r80_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_runtime_station_pool_v1,gated_known_cost,reroll_slot_sell_v1,growth_access_v1,affordable_alternative_v1,0,0,0.55,0.475,-0.075,0.525,0.5375,0.0125,0.5543,0.5117,-0.0426,0.5883,0.5297,-0.0587,-2.2401
logs/sim/runtime_station_pool_market_availability_r80_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_runtime_station_pool_v1,trace_only,none,none,none,0,0,0.575,0.4875,-0.0875,0.625,0.6375,0.0125,0.5417,0.4792,-0.0625,0.6032,0.5488,-0.0544,-2.3025
logs/sim/runtime_station_pool_market_role_band_probe_r80_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_runtime_station_pool_v1,trace_only,none,none,none,0,0,0.575,0.4875,-0.0875,0.625,0.6375,0.0125,0.5417,0.4792,-0.0625,0.6032,0.5488,-0.0544,-2.3025
logs/sim/economy_price_band_soft_v1_r20_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,rarity_category_soft_v1,none,0,0,0.7,0.55,-0.15,0.75,0.65,-0.1,0.5856,0.5491,-0.0365,0.7023,0.607,-0.0953,-2.4386
logs/sim/runtime_station_pool_market_choice_none_r80_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_runtime_station_pool_v1,trace_only,none,none,none,0,0,0.525,0.4875,-0.0375,0.6,0.5,-0.1,0.5417,0.4792,-0.0625,0.6032,0.5488,-0.0544,-2.5525
logs/sim/runtime_station_pool_market_v14_probe_r80_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_runtime_station_pool_v1,trace_only,none,none,none,0,0,0.575,0.4875,-0.0875,0.6125,0.5625,-0.05,0.5417,0.4792,-0.0625,0.6032,0.5488,-0.0544,-2.5525
logs/sim/runtime_station_pool_economy_r055_p16_r80_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_runtime_station_pool_v1,trace_only,none,none,none,0,0,0.525,0.475,-0.05,0.6,0.5125,-0.0875,0.5417,0.4792,-0.0625,0.6032,0.5488,-0.0544,-2.5712
logs/sim/runtime_station_pool_average_market_choice_r80_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_runtime_station_pool_v1,trace_only,none,none,none,0,0,0.525,0.4625,-0.0625,0.6,0.5125,-0.0875,0.5417,0.4792,-0.0625,0.6032,0.5488,-0.0544,-2.64
logs/sim/runtime_station_pool_economy_r050_p14_r80_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_runtime_station_pool_v1,trace_only,none,none,none,0,0,0.525,0.4625,-0.0625,0.6,0.5125,-0.0875,0.5417,0.4792,-0.0625,0.6032,0.5488,-0.0544,-2.64
logs/sim/runtime_station_pool_economy_r060_p16_r80_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_runtime_station_pool_v1,trace_only,none,none,none,0,0,0.525,0.45,-0.075,0.6,0.525,-0.075,0.5417,0.4792,-0.0625,0.6032,0.5488,-0.0544,-2.6587
logs/sim/runtime_station_pool_s1_boss_t095_r80_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_runtime_station_pool_v1,trace_only,none,none,none,0,0,0.525,0.45,-0.075,0.6,0.525,-0.075,0.5417,0.4792,-0.0625,0.6032,0.5488,-0.0544,-2.6587
logs/sim/runtime_station_pool_s3s4s8_boss_t095_r80_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_runtime_station_pool_v1,trace_only,none,none,none,0,0,0.5375,0.475,-0.0625,0.6375,0.5375,-0.1,0.5417,0.4792,-0.0625,0.6032,0.5488,-0.0544,-2.6712
logs/sim/run_modifier_candidate_t106_r116_probe_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,0,0,0.5,0.3917,-0.1083,0.6,0.55,-0.05,0.5097,0.4585,-0.0512,0.6008,0.5818,-0.019,-2.6862
